Column1,text,score,Very.Pos,Very.Neg,Accurate?,Specific?
701,"RT @SweetJohn: So a couple weeks ago my @AskCapitalOne ATM broke. They fixed it that night, but then they sent this too! WOW! http://t.co/7‚Ä¶",0,0,0,,
702,@AskCapitalOne Thank you all so much! Was not necessary!,1,0,0,,
703,".@AskCapitalOne.  U are failing servicing acct on a dispute matter.Been a customer 4 10+ years,will close good-standing acct #FAIL #EpicFail",-3,0,1,,
704,@AskCapitalOne Done,0,0,0,,
705,"So a couple weeks ago my @AskCapitalOne ATM broke. They fixed it that night, but then they sent this too! WOW! http://t.co/7Zeliq9FO2",0,0,0,,
706,@AskCapitalOne Chauncey R Lacey 75034,0,0,0,,
707,"@AskCapitalOne Sorry, apparently my mother logged on to my account and did it. Disregard previous statement.",-2,0,1,,
708,"@AskCapitalOne Yes please! Can you ""Follow"" me on Twitter so that I can send you my contact details",0,0,0,,
709,@AskCapitalOne remove ¬£36 of charges. Can you please help because I want to put this right ASAP,1,0,0,,
710,@AskCapitalOne ..charges I incurred. I didn't have my card on me at the time so I called in today to pay but I was told they would only...,0,0,0,,
711,"@AskCapitalOne So yesterday I called you while I was at work and I was told if I could clear the full balance, you would remove all the...",2,1,0,,
712,@AskCapitalOne ..capital one wasn't moved. I didn't use my card since Sept and thought the DD would take a min payment if required.,0,0,0,,
713,"@AskCapitalOne I changed my bank account in September and my bank was meant to move over all my DD's but for whatever reason, the DD to....",0,0,0,,
714,@AskCapitalOne Thanks for replying. I will send you a message now regarding my problem.,-1,0,0,,
715,@AskCapitalOne I have not attempted an increase before!,0,0,0,,
716,"@AskCapitalOne I keep getting a ""413 Request Entity Too Large"" error page when I'm trying to search for flights. Help?",-1,0,0,,
717,@AskCapitalOne I tried to check my credit card balance and the screen had no options visible. Today I get this http://t.co/bzIcckDoqm,0,0,0,,
718,@AskCapitalOne credit card,0,0,0,,
719,@AskCapitalOne online..where,0,0,0,,
720,@AskCapitalOne I'm going out of the country. Should I alert capt one that my card will be used in the Caribbean?,0,0,0,,
721,@askcapitalone how do you justify 23% interest rates on the elderly so they can buy prescription drugs? @CapitalOne,0,0,0,,
722,@AskCapitalOne amazing that Capital One is willing to have 23% interest rates on elderly and unwilling to lower rates,1,0,0,,
723,@AskCapitalOne I wish you all supported Android 5! The app doesn't work for us with the fresh os.,3,1,0,,
724,@AskCapitalOne Your app still doesn't work on Android 5? Seriously. I can't deposit on your dumb site. You are a bank! This is all you do!,0,0,0,,
725,"@soundslikepuget @AskCapitalOne If you disable LastPass and then login again, does the error no longer appear?",-2,0,1,,
726,RT @AskCapitalOne: @brandondesu We appreciate your patience. We're working to get the app up and running soon for Lollipop users. ^JD,2,1,0,,
727,RT @AskCapitalOne: Good Morning! We're here with coffee in hand and ready for your questions! ^AW,2,1,0,,
728,@AskCapitalOne,0,0,0,,
729,RT @ZacharyHargis: @AskCapitalOne hey I was wondering if you could please increase my $300 credit limit? My income is &gt;$100k.,-1,0,0,,
730,"@AskCapitalOne why isn't credit tracker on the iPad app for Capitol one .its on the iPhone app....why haven't you fixed this problem?
Y E T",0,0,0,,
731,@AskCapitalOne replacement card,0,0,0,,
732,@AskCapitalOne Yes but I need a functional app to deposit checks :-( is there an eta on a lollipop-compatible app?,0,0,0,,
733,@AskCapitalOne online,0,0,0,,
734,"@AskCapitalOne So, how do I deposit these checks without an app?",0,0,0,,
735,@AskCapitalOne awesome thanks so much!,1,0,0,,
736,"@AskCapitalOne it's not on my ""statement"" but it's not in pending, it's a recent transaction for $40 from 12/22 to Warren",0,0,0,,
737,.@AskCapitalOne JD you're the real MVP,0,0,0,,
738,@AskCapitalOne can some one dm me ? I have a question,0,0,0,,
739,@AskCapitalOne When will the capital one android app provide lollipop support? It is the only of my major banks that does not work w/ 5.0.,2,1,0,,
740,"RT @AskCapitalOne: @FlexxAHolic Hey- saw your tweet. If you have any unresolved concerns you'd like to discuss, feel free to tweet us for h‚Ä¶",0,0,0,,
741,"@AskCapitalOne so I have $20 on my card, payment due 1/6/15, but min payment is $0. So I don't owe till the next bill right?",1,0,0,,
742,So @asksuntrust I've never been so misled or experienced such a letdown w/ customer service. Ten day nightmare w/ your biz account people.,-1,0,0,,
743,"Honestly, getting the runaround from your bank is growing old. This was a fraudulent charge &amp; we need that money!! @AskSunTrust",-1,0,0,,
744,@AskSunTrust you didn't answer my question .Why does SunTrust not return the money in the same time frame as other banks? not acceptable,0,0,0,,
745,@AskSunTrust We've been on the phone with your team every day and were hung up on twice! This is beyond frustrating!,-2,0,1,,
746,"@AskSunTrust I just checked the Claim management tab and all it says is 'in progress"". I could have told you that",1,0,0,,
747,@AskSunTrust Oh believe me we have more questions. Most banks return the money within hours or a day. Why does Suntrust not do this?,0,0,0,,
748,@AskSunTrust we have had to wait 6 days,0,0,0,,
749,"@AskSunTrust in addition we have filed local police report, also with DHS, FTC, and FBI. Most banks return the money within 48 hrs",0,0,0,,
750,@AskSunTrust wow. U cannot guarantee me my ATM card can be here tomorrow. After three weeks of your people not processing. #losingtrust,2,1,0,,
751,@AskSunTrust numerous times since this happened on 12/30/14 and we are having to wait for the money to be returned,0,0,0,,
752,@AskSunTrust Someone hacked my wife's checking account for 857.60. The charge was to http://t.co/MGeSe84QRO We have spoken to your bank,0,0,0,,
753,RT @AskSunTrust: @humbleporcupine 1/2 Interesting language. Check deposits do take 1 night of processing before they're available. If this ‚Ä¶,2,1,0,,
754,@AskSunTrust Thank you!  I hope this is something @Suntrust is working on in 2015!  It's immediate with Bank of America and Wells Fargo!,1,0,0,,
755,@AskSunTrust I would.  I'm in a city without a branch.  That's why I was asking about anyway to do it online.,0,0,0,,
756,"@AskSunTrust that takes three days, correct?",1,0,0,,
757,@AskSunTrust friend stuck overseas. Need to transfer them funds. Both bank with Suntrust. Anyway to do this online? Needs funds immediately.,-1,0,0,,
758,@AskSunTrust why did it just happen now though? It's only had $4 in it for at least 6 months.,0,0,0,,
759,@AskSunTrust can it be that I have four things pending in my account,0,0,0,,
760,".@AskSunTrust The ATM touch screen at 11721 Boyette Road
Riverview, FL does not work.  How is it reported?/can you fwd this on to the branch",1,0,0,,
761,@AskSunTrust I need those funds immediately. If somebody could call me that would be great. I rely on my cash deposits to be available.,2,1,0,,
762,@AskSunTrust nvm I still had a convo saved from an issue in the past. Check your DM,-1,0,0,,
763,@AskSunTrust I cannot DM you unless you're following me.,0,0,0,,
764,@AskSunTrust not having 24/7 customer service is ridiculous. 3rd time in 12 months your ATM has screwed me over on a cash deposit.,-2,0,1,,
765,RT @alex_broster: CAMMY CAM DO LUH DA KIDZ. THANKZ SO MUCH FOR DA FIX @AskSunTrust,0,0,0,,
766,CAMMY CAM DO LUH DA KIDZ. THANKZ SO MUCH FOR DA FIX @AskSunTrust,0,0,0,,
767,.@AskSunTrust Why is cammy cam not loving the kids today?,1,0,0,,
768,"@AskSunTrust My mobile balance said $3 left yesterday, now showing $35 available.",1,0,0,,
769,@justinsalit @AskSunTrust @WellsFargo #teamanythingbutsuntrust Ì†ΩÌπå,0,0,0,,
770,@AskSunTrust I've already done all this,0,0,0,,
771,"RT @AskSunTrust: @RudySweets We're so sorry to hear that. If you'll share which Morrow branch, we'll be sure to share this with the branch ‚Ä¶",0,0,0,,
772,@AskSunTrust 3/3 pero no logro haberlo no recuerdo ni password ni usuario POR FAVOR REQUIERO AYUDA,1,0,0,,
773,@AskSunTrust 2/3 env√≠e un correo a customer me contestaron en ingl√©s para que realice unos pasos en la pag suntrust para enviar un mensaje,0,0,0,,
774,@AskSunTrust 1/3 Buenos d√≠as disculpe que lo vuelva a molestar pero no he logrado resolver v√≠a telef√≥nica no me pudieron ayudar me,0,0,0,,
775,"RT @AskSunTrust: @ceeceefontaine Hi, SunTrust here.  We saw your tweet &amp; hope things improve soon.  If you've any questions about your acco‚Ä¶",1,0,0,,
776,"@AskSunTrust U might be Consp.2Murder w/o understand'g CRISIS caused by Hostage Ordeal,esp when u sent Ransom 2 @HomeDepot Hdqtrs in Dec94.",-2,0,1,,
777,@AskSunTrust the MANAGER who had to give the employee approval is the one who told me a week ago I couldn't do it &amp; that I had to come back,1,0,0,,
778,@AskSunTrust Wilmington NC the Monkey Junction branch,0,0,0,,
779,"@AskSunTrust just to get his commission or get his ""points"" great service Ì†ΩÌ±è and perfect waste of my day! #acountsclosed",1,0,0,,
780,@AskSunTrust so I had to come back another day while another employee just had us simply sign a form,0,0,0,,
781,"@AskSunTrust the manager at the Lighthouse Point, FL branch told me I to open an entire new account to take a name off the account",0,0,0,,
782,@AskSunTrust  i foerget My debit card pin What can I do? Thanks,0,0,0,,
783,"@AskSunTrust thanks, I met with a rep at my branch.",0,0,0,,
784,"@AskSunTrust Aside from the Braves, you guys are always good to me! #NoHardFeelings",1,0,0,,
785,@AskSunTrust I've done that twice now. You all are a joke. U have my number call me,-1,0,0,,
786,@AskSunTrust I would read the chain of tweets. Pretty simple trying to find out where ATM card is,1,0,0,,
787,@AskSunTrust Thanks for that help!,0,0,0,,
788,@AskSunTrust I did what you asked. And they cannot help. #isBOAbetteratcustomerservice,0,0,0,,
789,@AskSunTrust Not frustrated at the loan officers or reps they were big help. Just took a long time compared to my last 2 home loans with ST.,-1,0,0,,
790,@AskSunTrust Suntrust.. what year is this? http://t.co/qyAX3pehHL,0,0,0,,
791,The @AskSunTrust team is off today in observance of New Year's Day. We'll return tomorrow to assist you with your questions.,1,0,0,,
792,@AskSunTrust Colony Square Mall/ Atlanta. The teller tried to help as everyone else have conflicting information. Shouldn't be this hard.,-2,0,1,,
793,@AskSunTrust same to you,0,0,0,,
794,@AskSunTrust it was solved thanks so much,0,0,0,,
795,RT @AskSunTrust: @meajenae Hi- SunTrust here. We saw your tweet and wanted to reach out. What seems to be the issue? ^ES,-1,0,0,,
796,@AskSunTrust cash. The lovely people here are helping me now. But still terrible if there are no records and I'm wrong about my balance.,0,0,0,,
797,"RT @AskSunTrust: @notperfectwife We are happy to hear we could exceed your expectations, Mikki. We hope you have a fantastic 2015! ^AD",3,1,0,,
798,@AskSunTrust but can I get access to draw money from my account using the debit card,0,0,0,,
799,@AskSunTrust my debit card,0,0,0,,
800,@AskSunTrust good morning my name is Mauricio Aguilar I have account with you guys I'm at honduras can I get money from any atm here using,1,0,0,,
801,@AskSunTrust Just sent you DM,0,0,0,,
802,@AskSunTrust Thank you! Info sent in DM.,1,0,0,,
803,@AskSunTrust Unfortunately no...Possible to have someone call me tomorrow?,-1,0,0,,
804,@AskSunTrust Why You Selling Auto Loans?? Guess u never wanted my business in the first Place. At Least Buy me dinner before u screw me over,0,0,0,,
805,"I gave up,  @asksuntrust. 20 minutes on hold with no answer. :-/",0,0,0,,
806,"@AskSunTrust Having a very, very hard time getting someone on the phone - been on hold for ages.  Help?",-1,0,0,,
807,@AskSunTrust Why won't you release loan payoff for a home that's ready to close in less than 24 hrs?,1,0,0,,
808,@AskSunTrust Waterview Town Center; wouldn't be so irritated if they would have just acknowledged I was waiting out there.,-1,0,0,,
809,@AskSunTrust closer contacted title co saying closing tom. Unfort buyers took day off work today to sign. Gd srv not a skill of the LP,2,1,0,,
810,@AskSunTrust seriously there are three of you working the twitter channel. Seems like more than you have working the phones. absurd 16 mins+,0,0,0,,
811,@AskSunTrust been waiting for 10 minutes on the phone already. This is pretty pitiful,0,0,0,,
812,@AskSunTrust  I'll email the info but clearly need an immediate response -- that's why on twitter so we can get service,1,0,0,,
813,"@SunTrust @AskSunTrust The worst customer service experience from the Antioch, TN Branch..closing this acct!! @USAA local branches please!!!",-1,0,0,,
814,@AskSunTrust it take you guys to make one purchase to pending in my account and makes my balance takes forever to b correct,1,0,0,,
815,@AskSunTrust trying to close a house today but the loan processor WILL NOT return emails or answer calls. SOS need someone to provide info,0,0,0,,
816,"@SunTrust @AskSunTrust $520 cash into a faulty ATM, acct never got credited,10 buss days to get your $ back, great! http://t.co/q2D1DjasxS",0,0,0,,
817,@AskSunTrust I forwarded the Email.,0,0,0,,
818,@AskSunTrust I am. I got most of it back. Thank you.,1,0,0,,
819,@AskSunTrust All of the checks come back out. You have to enter each 1 @ a time. The ATM ends deposit after 2 or 3 checks in most cases,0,0,0,,
820,"@AskSunTrust Williamston, Pleasantburg, Woodruff Rd - all in SC.",0,0,0,,
821,"@AskSunTrust Your ""10 checks at once"" is a fallacy. I've never been able to deposit more than 2 checks in an ATM and that is rare!",-1,0,0,,
822,. @AskSunTrust Phone support answered! And admitted scary threatening letter I got was a LIE! #SunTrust liable for penalty not me.,-4,0,1,,
823,Mortgage company screw up. @AskSunTrust I have been on hold for an hour. What happens to me  at 8pm EST?,0,0,0,,
824,@askBBT just did...thanks!,0,0,0,,
825,@askBBT who can I speak to about being reimbursed for having to pay $20 to have my new @republicbank expedited ASAP?,0,0,0,,
826,"@askBBT ....now I have been inconvenience by having to cancel my card for multiple accts...#paypal, #netflix #google #microsoft &amp; many more.",-1,0,0,,
827,"@askBBT stand alone. I have used this ATM for years, gladly paying $3 for the convenience.....",2,1,0,,
828,@askBBT stand alone.,0,0,0,,
829,@askBBT this issue was reported. I ask if I could get my card back at a local branch. Cust Svc said no. Had to pay 20$ for fast replacement.,0,0,0,,
830,@FarrantLaw - thanks for this event to our friends at @askBBT !,0,0,0,,
831,"@askBBT i was told the BB&amp;T Atm that ate my card (after trying  withdraw cash) will not be returned, but shredded. http://t.co/e9ckqNhLlf",0,0,0,,
